"STOTUNIT","APRACE","CONTROL","SEQUENCE.x","month","HCITY","ARELATE2","HHMTYPE","SAPPTAM","TSEX.x","THHEGAI","TPEGAI","THIGHEDU","TCURTENR","ALGNCUR","AELNG1","DPMTEXP","AMOVERS","age","ALEASETP","ACAROWN","w2012pc_Ad","b2012pc_Ad","a2012pc_Ad","hisp2012pc_Ad","logAdPrice","SAVLBAD","HZIP","HSITEAD","zip_Ad"
1,"3","BT-SA-4701-1",1,6,"Baltimore",2,1,2,1,"9","1","7",1,2,2,"2","1",22,"1","1",0.703841309072618,0.249120087976028,0.0226483589639316,0.0243902439874225,12.3234155843582,1,"21244","3010 Ridge Rd","""21244"""
0,"1","BT-SA-4704-1",1,6,"Lutherville",2,1,2,1,"9","7","9",2,2,6,"1","2",47,"2","1",0.766839378238342,0,0.215025906735751,0.0181347150259067,13.4868689815382,2,"21093","8514 Countrybrooke Way",NA
1,"1","BT-SA-4705-1",1,6,"Randallstown",1,1,2,1,"9","6","9",2,3,5,"1","1",69,"2","1",0.207357859531773,0.767558528428094,0.0250836120401338,0,12.0951466713995,1,"21133","9111 Bengal Road","""21133"""
2,"4","BT-SA-4705-1",1,6,"Randallstown",2,1,1,1,"3","2","9",2,3,3,"1","2",76,"1","1",0.207357859531773,0.767558528428094,0.0250836120401338,0,12.0951466713995,1,"21133","9111 Bengal Rd","""21133"""
1,"3","BT-SA-4707-1",1,7,"Owings Mills",2,3,2,1,"9","1","7",1,2,2,"2","1",22,"2","1",0.421041582543349,0.430434781271942,0.0608695650283554,0.0416149067030593,12.1495075850331,1,"21117","9825 Sherwood Farm Rd","""21117"""
1,"3","BT-SA-4716-1",1,7,"Baltimore",2,3,2,1,"9","1","7",1,2,2,"2","2",22,"2","1",0.678185745140389,0.213822894168467,0.0907127429805616,0.0172786177105832,11.8486903085909,1,"21234","1767 Weston Ave","""21234"""
1,"1","BT-SA-4801-1",1,7,"Baltimore",1,4,2,1,"9","6","9",2,3,4,"1","2",60,"1","1",0.874431301182894,0.0282074613284804,0.091901728844404,0,11.9829353441964,1,"21209","8 Tyler Falls Ct",NA
3,"4","BT-SA-4801-1",1,7,"Baltimore",1,4,1,1,"3","2","9",2,3,4,"1","1",76,"2","1",0.874431301182894,0.0282074613284804,0.091901728844404,0,11.9829353441964,1,"21209","8 Tyler Falls Ct",NA
3,"1","BT-SA-4822-1",1,7,"Baltimore",2,3,2,0,"4","2","9",1,2,2,"1","4",28,"1","1",0.454825651412213,0.298013242270076,0.147019866186571,0.0927152309284681,12.2307701361574,1,"21227","4806 Carmella Drive","""21227"""
2,"4","BT-SA-4822-1",1,7,"Baltimore",2,3,2,0,"3","5","4",1,4,4,NA,"1",22,"1","1",0.454825651412213,0.298013242270076,0.147019866186571,0.0927152309284681,12.2307701361574,1,"21227","4806 Carnella Drive","""21227"""
2,"4","BT-SA-4838-1",1,7,"Elicott City",2,2,1,0,"1","1","2",3,4,4,"3","2",23,"2","1",0.586167800453515,0.139455782312925,0.191609977324263,0,12.3009327240541,1,"21403","7602 Coachlight Ln",NA
1,"1","BT-SA-4838-1",1,7,"Ellicott City",2,2,2,0,"3","3","9",1,2,2,"2","7",23,"1","1",0.586167800453515,0.139455782312925,0.191609977324263,0,12.3009327240541,1,"21043","7602 Coachlight Lane # H-L",NA
17,"1","BT-SA-4842-1",1,7,"Baltimore",2,3,2,0,"4","2","9",1,2,2,"3","4",28,"2","1",0.634078212290503,0.282122905027933,0,0.0837988826815642,11.9183972397228,5,"21221","1617 Riverwood Rd","""21221"""
2,"4","BT-SA-4842-1",1,7,"Baltimore",2,3,1,0,"3","5","4",1,4,4,"2","1",22,"2","1",0.634078212290503,0.282122905027933,0,0.0837988826815642,11.9183972397228,1,"21221","1617 Riverwood Road","""21221"""
3,"4","BT-SA-5209-1",1,8,"Randallstown",2,1,2,0,"1","1","2",3,4,4,"1","4",23,"2","1",0.0713958332086067,0.856923597802001,0.00787401568603137,0.0507436566433133,12.1547846142867,1,"21133","8383 Church Lane","""21133"""
1,"1","BT-SA-5209-1",1,8,"Randallstown",2,1,1,0,"3","3","9",1,2,2,"2","1",23,"1","1",0.0713958332086067,0.856923597802001,0.00787401568603137,0.0507436566433133,12.1547846142867,1,"21133","8383 Church Lane","""21133"""
1,"1","BT-SA-5211-1",1,8,"Baltimore",2,2,1,0,"3","3","9",1,2,2,"1","1",23,"1","1",0.908,0.018,0.03,0.014,14.284124472003,1,"21209","3333 Katewood CT#3333",NA
2,"4","BT-SA-5211-1",1,8,"Baltimore",2,3,2,0,"3","5","4",1,4,4,"2","3",22,"1","1",0.908,0.018,0.03,0.014,11.9815406307465,1,"21209","3333 Katewood CT#3333",NA
1,"4","BT-SA-5301-1",1,8,"Randallstown",2,1,1,0,"1","1","7",1,2,2,"3","1",22,"2","1",0.0447154471544715,0.955284552845528,0,0,11.9766657704908,1,"21133","8921 Allenswood Rd","""21133"""
1,"1","BT-SA-5301-1",1,8,"Randallstown",2,1,2,0,"3","3","9",1,3,3,"2","2",23,"2","1",0.0447154471544715,0.955284552845528,0,0,11.9316423787541,1,"21133","8921 Allenswood Road","""21133"""
1,"1","BT-SA-5303-1",1,8,"Jessup",3,3,2,0,"3","3","9",1,3,3,"3","2",23,"1","1",0.183431952662722,0.583826429980276,0.0493096646942801,0.183431952662722,12.4090175711512,1,"20794","8301 Summit Hill Way",NA
NA,"2","BT-SB-0313-1",1,8,"Baltimore",2,1,2,0,"9","5","2",2,15,5,"1","7",45,"2","1",0.585858347309485,0.342604624784466,0.0267983073619254,0.0253878701323503,12.3673450484364,1,"21221","1442 Sussex Rd.","""21221"""
2,"1","BT-SB-0403-1",1,9,"Pikesville",2,1,2,0,"3","3","9",2,5,5,"1","1",77,"2","1",0.268800854993359,0.607578838684794,0.011037527350165,0.0838852078612537,12.1281165094513,1,"21208","818 Sturgis Place",NA
4,"2","BT-SB-0809-1",1,10,"Edgewater",2,1,1,1,"4","4","10",1,8,6,"3","7",37,"2","1",0.959207459207459,0,0,0.0407925407925408,12.4292201968364,1,"21037","1629 Midland Road","""21037"""
1,"2","BT-SB-1001-1",1,10,"Columbia",2,1,2,1,"2","2","7",1,12,5,"1","4",62,"2","1",0.765913757700205,0.127310061601643,0.082135523613963,0,12.6757668519096,1,"21046","10202 Bradley Ln.","""21044"""
1,"2","BT-SB-1002-1",1,10,"Bel Air",2,1,1,1,"2","2","3",1,6,10,"1","2",63,"2","1",0.803030303030303,0,0.0742424242424242,0.0742424242424242,12.6603310924059,1,"21014","810 Shamrock Rd. N","""21014"""
1,"1","BT-SB-2401-1",1,1,"Edgewater",2,1,1,0,"8","5","7",2,3,2,"3","8",58,"2","1",0.896892655367232,0,0,0.103107344632768,12.0429711934579,1,"21037","888 Severn Ave","""21037"""
5,"2","BT-SB-2401-1",1,1,"Edgewater",2,1,-1,0,"3","2","9",2,2,NA,"3","5",48,"1","1",0.896892655367232,0,0,0.103107344632768,12.0376599110475,1,"21037","888 Severn ave","""21037"""
8,"1","BT-SB-2501-1",1,1,"Millersville",2,3,2,1,"5","5","9",1,3,3,"1","7",23,"2","1",0.564835344827586,0.25912109800363,0.0353901996370236,0.0744101633393829,12.3013873707787,3,"21108","686 Paddle Creek Ct. W","""21108"""
1,"2","BT-SB-2501-1",1,1,"MILLERSVILLE",2,3,2,1,"7","1","9",1,2,2,"3","9",26,"1","1",0.564835344827586,0.25912109800363,0.0353901996370236,0.0744101633393829,12.3013873707787,1,"21108","686 PADDLE WHEEL CT W","""21108"""
4,"2","BT-SB-2502-1",1,1,"Abingdon",2,1,1,1,"4","4","7",1,4,2,"4","2",57,"1","1",0.905,0.06,0,0.035,12.7364096777217,1,"21009","2044 Clarkson drive","""21009"""
1,"1","BT-SB-2502-1",1,1,"Abingdon",2,1,2,1,"9","6","9",2,5,NA,"4","9",69,"2","1",0.905,0.06,0,0.035,12.7364096777217,1,"21009","2044 Clarkson Drive","""21009"""
1,"3","BT-SB-2505-1",1,1,"Edgewood",2,1,2,0,"3","3","7",1,3,3,"1","1",48,"1","1",0.573073704735376,0.321076713091922,0,0.105849582172702,12.1281165094513,1,"21040","442 Trimblefield Drive","""21040"""
11,"2","BT-SB-2506-1",1,1,"Laurel",2,3,2,0,"6","6","11",1,3,2,"2","5",32,"2","1",0.341590612777053,0.51890482398957,0,0.061277705345502,12.0376599110475,1,"20724","220 Sweet Pine Dr","""20724"""
18,"1","BT-SB-2506-1",1,1,"Laurel",2,3,2,0,"4","2","9",1,2,2,"1","8",28,"2","1",0.341590612777053,0.51890482398957,0,0.061277705345502,12.0429711934579,1,"20724","220 Sweet Pine Dr","""20724"""
1,"1","BT-SB-2506-1",2,2,"Laurel",2,3,2,0,"4","2","9",1,2,2,"1","8",28,"2","1",0.341590612777053,0.51890482398957,0,0.061277705345502,12.0429711934579,1,"20724","220 Sweet Pine Dr","""20724"""
1,"2","BT-SB-2602-1",1,1,"Owings",2,1,-1,0,"-1","-1","11",1,3,3,"1","6",34,"2","1",0.907637655417407,0.044404973357016,0.0124333925399645,0.0213143872113677,12.7065478884337,1,"20736","9020 Woodland Way N","""20736"""
19,"1","BT-SB-2602-1",1,2,"Owings",2,1,2,0,"7","1","-1",1,3,NA,"1","9",43,"2","1",0.907637655417407,0.044404973357016,0.0124333925399645,0.0213143872113677,12.7065478884337,1,"20736","9020 WOODLAND WAY N","""20736"""
39,"1","BT-SB-2603-1",1,2,"ESSEX",2,1,1,1,"9","7","9",2,3,5,"4","5",47,"2","1",0.970383275261324,0.029616724738676,0,0,13.1221653577997,1,"21221","2239 CORSICA RD",NA
2,"2","BT-SB-2603-1",1,2,"Bel Air",2,1,2,1,"4","4","7",1,3,4,"1","8",57,"2","1",0.970383275261324,0.029616724738676,0,0,13.1221653577997,1,"21015","2239 Corsica road",NA
1,"2","BT-SB-2604-1",1,2,"Baltimore",2,1,1,1,"2","2","3",1,2,2,"1","8",63,"2","1",0.068241469816273,0.931758530183727,0,0,11.8486903085909,1,"","5642 Groveland Avenue","""21215"""
0,"1","BT-SB-2604-1",2,2,"Baltimore",2,1,2,1,"9","6","9",2,2,2,"1","3",69,"2","1",0.068241469816273,0.931758530183727,0,0,11.8486903085909,6,"21215","5642 Gorveland Avenue","""21215"""
1,"1","BT-SB-2604-1",1,2,"Baltimore",2,1,1,1,"9","6","9",2,2,2,"1","3",69,"2","1",0.068241469816273,0.931758530183727,0,0,11.8486903085909,1,"21215","5642 Gorveland Avenue","""21215"""
1,"2","BT-SB-2801-1",1,2,"Baltimore",2,1,2,0,"6","6","9",2,4,6,"1","2",57,"1","1",0.795289855072464,0.204710144927536,0,0,12.4191658609909,1,"21206","605 Dale Avenue","""21206"""
15,"1","BT-SB-2801-1",1,2,"Baltimore",2,1,1,0,"7","1","-1",1,2,3,"1","1",43,"1","1",0.795289855072464,0.204710144927536,0,0,14.7217509539849,1,"21206","605 Dale Ave.","""21206"""
0,"2","BT-SB-2804-1",2,2,"Edgewater",3,3,2,0,"10","4","6",1,4,5,"3","3",31,"2","1",0.847933884297521,0.0471074380165289,0.0801652892561983,0,12.8866435755256,6,"21037","110 Waterside ct","""21037"""
5,"2","BT-SB-2804-1",1,2,"Edgewater",3,3,2,0,"10","4","6",1,4,5,"3","3",31,"2","1",0.847933884297521,0.0471074380165289,0.0801652892561983,0,12.8866435755256,6,"21037","110 Waterside ct","""21037"""
8,"2","BT-SB-2806-1",1,12,"Bel Air",2,3,2,0,"-1","-1","11",1,2,3,"1","1",34,"2","1",0.968354430379747,0.0316455696202532,0,0,12.0429711934579,2,"21014","24 Drexel Dr.",NA
4,"2","BT-SB-2811-1",1,2,"Bel Air",2,1,2,0,"-1","-1","11",1,3,5,"1","3",34,"2","1",0.894934333958724,0.0215759849906191,0.0431519699812383,0.0403377110694184,13.0919062317732,1,"21015","1107 Pinebury Ct","""21015"""
5,"1","BT-SB-2811-1",1,2,"Bel Air",2,1,2,0,"3","2","9",2,5,7,"1","3",37,"2","1",0.894934333958724,0.0215759849906191,0.0431519699812383,0.0403377110694184,13.0919062317732,1,"21015","1107 Pinebury Ct.","""21015"""
0,"1","BT-SB-2811-1",2,2,"Bel Air",2,1,2,0,"3","2","9",2,5,7,"1","3",37,"2","1",0.894934333958724,0.0215759849906191,0.0431519699812383,0.0403377110694184,13.0919062317732,6,"21015","1107 Pinebury Ct.","""21015"""
1,"3","BT-SB-2815-1",1,2,"Columbia",2,3,2,1,"9","1","7",1,2,2,"2","2",22,"2","1",0.255474452554745,0.402372262773723,0.26551094890511,0.0766423357664234,12.5776396502326,1,"21045","6554 Quiet Hours","""21045"""
1,"2","BT-SB-2815-1",1,2,"Columbia",2,3,1,1,"7","6","9",1,4,4,"3","4",35,"2","1",0.255474452554745,0.402372262773723,0.26551094890511,0.0766423357664234,12.5776396502326,1,"21045","6554 Quiet Hours","""21045"""
1,"3","BT-SB-2827-1",1,2,"Severna Park",2,1,2,1,"9","1","7",1,2,3,"3","2",22,"2","1",0.745810055865922,0.17877094972067,0.0237430167597765,0.0516759776536313,12.8736481397276,1,"21146","859 Cottonwood Drive","""21146"""
1,"3","BT-SB-2827-1",1,2,"Severna Park",2,1,2,1,"9","1","7",1,2,3,"3","2",22,"2","1",0.745810055865922,0.17877094972067,0.0237430167597765,0.0516759776536313,12.8736481397276,1,"21146","859 Cottonwood Drive","""21146"""
1,"2","BT-SB-2827-1",1,2,"Severna Park",2,1,2,1,"7","6","9",1,3,3,"3","4",35,"2","1",0.745810055865922,0.17877094972067,0.0237430167597765,0.0516759776536313,12.8147533898082,1,"21146","859 Cottonwood Dr","""21146"""
1,"2","BT-SB-2827-1",1,2,"Severna Park",2,1,2,1,"7","6","9",1,3,3,"3","4",35,"2","1",0.745810055865922,0.17877094972067,0.0237430167597765,0.0516759776536313,12.8147533898082,1,"21146","859 Cottonwood Dr","""21146"""
2,"2","BT-SB-2902-1",1,2,"Baltimore",1,3,1,0,"1","1","4",3,3,8,"3","1",38,"2","1",0.81980198019802,0.0673267326732673,0.0138613861386139,0.0851485148514852,5.34710753071747,1,"21230","34 Poultney St","""21230"""
3,"1","BT-SB-2902-1",1,2,"Baltimore",1,3,2,0,"2","2","8",1,2,4,"2","2",23,"2","1",0.81980198019802,0.0673267326732673,0.0138613861386139,0.0851485148514852,12.2500943156245,1,"21230","34 Poultney St.","""21230"""
4,"1","BT-SB-2903-1",2,2,"Jessup",3,1,2,0,"4","2","9",1,2,NA,"1","9",28,"2","1",0.552901023890785,0.237770193401593,0.170648464163823,0.012514220705347,12.0867315216846,1,"20794","10159 Guilford Rd","""20794"""
10,"1","BT-SB-2903-1",1,2,"Jessup",3,1,1,0,"4","2","9",1,2,NA,"1","9",28,"2","1",0.552901023890785,0.237770193401593,0.170648464163823,0.012514220705347,12.0867315216846,1,"20794","10159 Guilford Rd","""20794"""
9,"3","BT-SB-2904-1",1,2,"Baltimore",2,1,2,0,"6","6","11",1,4,7,"1","2",40,"2","1",0.700854700854701,0.141025641025641,0.0918803418803419,0,6.41345895716736,1,"21212","307 Tunbridge Road","""21212"""
9,"1","BT-SB-2904-1",1,2,"Baltimore",2,1,2,0,"7","1","-1",1,5,6,"1","3",43,"1","1",0.700854700854701,0.141025641025641,0.0918803418803419,0,13.3195751887268,1,"21212","307 TUNBRIDGE RD","""21212"""
1,"1","BT-SB-2907-1",1,2,"Ellicott City",3,2,2,0,"8","5","7",2,4,5,"1","2",58,"1","1",0.510466988727858,0.139291465378422,0.272141706924316,0.0652173913043478,12.4680560682559,1,"21043","2530 Kensington Gdns",NA
1,"3","BT-SB-2910-1",1,2,"Havre De Grace",2,1,1,0,"3","3","7",1,4,5,"1","2",48,"2","1",0.859505991638871,0.0352308507741788,0.00584795319927499,0.0614035085923874,13.0919062317732,1,"21078","305 Seattle Slew Place",NA
1,"1","BT-SB-3202-1",1,3,"Columbia",2,1,1,1,"9","7","9",2,3,5,"1","1",47,"2","1",0.659839937911224,0.170584008581646,0.0486284271086623,0.0972568542173247,12.76283006651,1,"21044","5475 Halflight Garth","""21045"""
3,"2","BT-SB-3202-1",1,3,"Columbia",2,1,1,1,"4","4","7",1,3,4,"1","5",57,"2","1",0.659839937911224,0.170584008581646,0.0486284271086623,0.0972568542173247,12.76283006651,1,"21044","5475 Halflight Garth","""21045"""
1,"1","BT-SB-3205-1",1,3,"Halethorpe",2,1,1,1,"9","6","9",2,3,3,"1","3",60,"2","1",0.813953488372093,0.135306553911205,0.0169133192389006,0.0338266384778013,12.3013873707787,1,"21227","2420 Zion Road",NA
1,"2","BT-SB-3220-1",1,3,"Pasadena",2,1,2,1,"7","6","9",1,4,6,"1","8",35,"2","1",1,0,0,0,12.7656884334656,1,"21122","106 Granada Rd","""21122"""
1,"1","BT-SB-3220-1",1,3,"Pasadena",2,1,2,1,"9","6","9",2,7,13,"1","5",69,"2","1",1,0,0,0,12.7582350113112,1,"21122","106 Granada Road","""21122"""
19,"1","BT-SB-3302-1",1,2,"Abington",3,1,2,0,"7","1","-1",1,4,4,"2","6",43,"2","1",0.846153846153846,0.034833091436865,0.0638606676342525,0.0406386066763425,12.089544447236,1,"21009","2710 Parallel Path","""21009"""
1,"3","BT-SB-3302-1",1,3,"EDGEWOOD",3,1,1,0,"3","3","7",1,4,7,"1","4",48,"2","1",0.504359046052309,0.319933233839199,0.014000000168,0.088000001056,12.0951466713995,1,"21040","108 KENNARD AVE","""21040"""
1,"1","BT-SB-3304-1",1,3,"Columbia",2,1,1,1,"9","7","9",2,2,8,"1","4",47,"2","1",0.787518573551263,0.0326894502228826,0.169390787518574,0,13.6646888310197,1,"21044","6117 Trotter Ridge Ct","""21044"""
1,"2","BT-SB-3304-1",1,3,"Columbia",2,1,1,1,"4","4","7",1,2,9,"3","2",57,"2","1",0.787518573551263,0.0326894502228826,0.169390787518574,0,13.6646888310197,1,"21044","6117 Trotter Ridge court","""21044"""
1,"3","BT-SB-3305-1",1,3,"Crofton",2,1,2,1,"9","1","7",1,3,3,"2","7",22,"2","1",0.832346265909884,0.063068790437318,0.0497448996723371,0.0318877562002161,12.8713371932914,1,"21054","1697 Tarleton Way","""21114"""
1,"2","BT-SB-3305-1",1,3,"Crofton",2,1,2,1,"7","6","9",1,3,7,"1","1",35,"2","1",0.832346265909884,0.063068790437318,0.0497448996723371,0.0318877562002161,12.8713371932914,1,"21114","1697 Tarelton Way","""21114"""
1,"3","BT-SB-3315-1",1,3,"Hampstead",2,1,2,1,"9","1","7",1,3,4,"2","7",22,"2","1",0.978583196046129,0.0214168039538715,0,0,12.2596181517835,1,"21122","2807 Willow View Ct","""21074"""
5,"2","BT-SB-3403-1",1,4,"Crofton",2,1,2,0,"10","4","6",1,3,6,"3","4",31,"2","1",0.861915367483296,0,0.0400890868596882,0.0979955456570156,13.2355152613686,1,"21114","2706 Guares Ct","""21114"""
2,"2","BT-SB-3405-1",1,3,"Parkville",2,3,2,0,"1","1","4",3,4,4,"3","6",38,"2","1",0.768878718535469,0.169336384439359,0.045766590389016,0.0160183066361556,12.2010651288196,1,"21234","8104 Dalesford Rd",NA
1,"1","BT-SB-3405-1",1,3,"Baltimore",2,1,2,0,"6","6","7",3,4,4,"1","3",53,"2","1",0.768878718535469,0.169336384439359,0.045766590389016,0.0160183066361556,12.2543912699708,1,"21234","8104 Dalesford Rd","""21234"""
0,"2","BT-SB-3406-1",1,4,"Baltimore",2,1,1,1,"5","5","8",1,3,3,"3","1",26,"2","1",0.980039920159681,0,0,0,12.3669194277686,6,"21234","2908 Northwind Rd","""21234"""
1,"3","BT-SB-3407-1",1,3,"ELLICOTT CITY",2,1,2,0,"3","3","7",1,5,7,"3","4",48,"2","1",0.729827028909544,0.0759701845386356,0.150684935952769,0.0316122243257558,13.1711554463339,1,"21043","8469 ROBERTS ROAD","""21043"""
5,"1","BT-SB-3411-1",1,3,"Columbia",1,3,2,0,"3","3","9",1,4,4,"1","1",23,"2","1",0.404993858412765,0.407339454773167,0,0.0954128452621833,12.4486305134636,1,"21046","9405 Granite Hill","""21046"""
1,"1","BT-SB-3506-1",1,4,"Winsor Mill",2,1,1,1,"9","7","9",2,7,3,"1","3",47,"2","1",0.151401869158879,0.467289719626168,0.314018691588785,0,12.2783979582618,1,NA,"1938 Winder Road",NA
1,"2","BT-SB-3506-1",1,4,"Windsor Mill",2,1,1,1,"4","4","7",1,4,5,"1","5",57,"2","1",0.197231833910035,0.678200692041522,0.107266435986159,0.0173010380622837,12.2783979582618,1,"21244","1938 Windsor rd.",NA
1,"1","BT-SB-3507-1",1,4,"Columbia",2,1,1,0,"6","6","7",3,3,6,"1","4",53,"2","1",0.597345132743363,0.378318584070796,0.0243362831858407,0,12.959846800845,1,"21045","6120 Stevens Forest Rd","""21045"""
2,"2","BT-SB-3517-1",1,4,"Baltimore",3,3,2,0,"10","4","6",1,5,4,"1","1",31,"2","1",0.675473370798817,0.123592047884038,0,0.189252338217312,11.9117082963145,1,"21224","115 S, Highland ave",NA
1,"3","BT-SB-3518-1",1,4,"Columbia",2,1,2,1,"9","1","7",1,3,4,"2","2",22,"1","1",0.715464726317614,0.0730337074548668,0.144943819410428,0.047191010970837,12.8185546330461,1,"21045","7348 Rocky Creek Drive",NA
1,"2","BT-SB-3518-1",1,4,"Columbia",2,4,2,1,"4","4","7",1,4,6,"1","4",57,"2","1",0.715464726317614,0.0730337074548668,0.144943819410428,0.047191010970837,12.8185546330461,1,"21046","7348 Rocky creek dr.",NA
1,"3","BT-SB-3519-1",1,4,"Westminster",2,1,2,1,"9","1","7",1,4,3,"2","2",22,"2","1",1,0,0,0,12.7654055363111,1,"21157","4004 Iroquois Drive","""21157"""
1,"1","BT-SB-3604-1",1,4,"Abingdon",3,3,2,0,"6","6","7",3,4,5,"1","2",53,"2","1",0.88023088023088,0.088023088023088,0,0.0317460317460317,12.2307701361574,1,"21009","3314 Betterton Ci","""21009"""
1,"2","BT-SB-3605-1",1,4,"Edgewater",1,1,2,1,"4","4","7",1,4,8,"1","4",57,"2","1",1,0,0,0,12.4288201184157,1,"21037","304 Oakwood rd.","""21037"""
0,"2","BT-SB-3607-1",1,4,"Pasadena",2,1,2,1,"4","4","7",1,4,9,"1","2",57,"2","1",0.907777777777778,0.0433333333333333,0,0,12.5947340251467,2,"21060","1208 Ripple ct.","""21122"""
1,"1","BT-SB-3609-1",1,4,"Baltimore",1,3,1,1,"9","7","9",2,7,5,"1","1",47,"2","1",0.894324853228963,0.0821917808219178,0.0136986301369863,0.00978473581213307,12.1275758256894,1,"21224","2911 Hudson St","""21224"""
0,"2","BT-SB-3610-1",1,4,"Baltimore",1,3,1,1,"4","4","7",1,4,6,"1","2",57,"2","1",0.907682561262678,0,0.0079239304929413,0.0760697327322365,12.425212191503,2,"21224","602 S. Montford ave.","""21224"""
1,"2","BT-SB-3807-1",1,5,"Pasadena",2,1,2,1,"4","4","7",1,5,5,"1","2",57,"2","1",0.8828125,0.0924479166666667,0,0.0247395833333333,12.5245300130057,1,"21122","811 224th Street","""21122"""
1,"1","BT-SB-3807-1",1,5,"Pasadena",2,1,1,1,"9","6","9",2,4,5,"1","1",60,"2","1",0.8828125,0.0924479166666667,0,0.0247395833333333,12.5245300130057,1,"","811 224th Street","""21122"""
3,"3","BT-SB-3809-1",1,5,"BELCAMP",2,1,2,0,"3","3","7",1,4,5,"1","2",48,"2","1",0.761163460147452,0.13746069018437,0,0.0532646052685963,12.3454040604591,1,"21017","4327 WINNERS CIR","""21017"""
2,"2","BT-SB-3810-1",1,NA,"SPARKS GLENCOE",1,4,2,0,"10","4","6",1,3,5,"1","1",31,"2","1",0.892398815399803,0.0562685093780849,0.0148075024679171,0.0365251727541955,12.1547846142867,1,"21152","15 RAINFLOWER PATH",NA
1,"2","BT-SB-3814-1",1,5,"Crofton",2,1,2,0,"-1","-1","11",1,3,7,"1","1",34,"2","1",0.916467780429594,0,0,0,12.9692145289098,1,"21114","1539 Farlow Ave","""21114"""
6,"1","BT-SB-3906-1",1,5,"Abingdon",1,3,2,1,"5","5","9",1,3,2,"2","2",23,"2","1",0.88023088023088,0.088023088023088,0,0.0317460317460317,11.9049743094802,1,"21009","3369 Cheverly Ct",NA
1,"2","BT-SB-4005-1",1,5,"Baltimore",1,3,2,1,"4","4","7",1,5,6,"1","2",57,"2","1",0.437956204379562,0.51338199513382,0.048661800486618,0,11.9823101527112,1,"21214","6110 Fair Oaks ave.","""21214"""
1,"1","BT-SB-4005-1",1,5,"Baltimore",1,1,2,1,"9","6","9",2,4,4,"1","1",60,"2","1",0.437956204379562,0.51338199513382,0.048661800486618,0,11.8565222615337,1,"21214","6110 Fair Oaks Ave","""21214"""
1,"2","BT-SB-4009-1",1,5,"Chestnut Hill Cove",1,3,1,1,"4","4","7",1,4,9,"1","2",57,"2","1",0.682575003711952,0.229822917594655,0.0438010393466964,0.0155902004454343,12.425212191503,1,"21122","7170 Springhouse ln.","""21226"""
1,"1","BT-SB-4014-1",1,5,"Randallstown",1,1,2,1,"9","7","9",2,3,7,"1","2",47,"2","1",0.207357859531773,0.767558528428094,0.0250836120401338,0,12.2060776455177,1,"21244","3723 Collier Rd",NA
1,"1","BT-SB-4016-1",1,5,"Laurel",2,1,1,1,"9","7","9",2,NA,6,NA,"2",47,"1","1",0.445727482678984,0.113163972286374,0.41108545034642,0,13.3212158754924,1,"20707","11204 Chaucers Ridge Ct","""20723"""
3,"3","BT-SH-0203-1",1,8,"Baltimre City",2,3,1,0,"11","6","10",2,3,6,"1","2",49,"1","1",0.862441035471551,0.021912702484856,0.0374149671317507,0.045351475311213,5.95583736946483,1,"21230","1417 Steuart Stree","""21230"""
1,"3","BT-SH-0705-1",1,9,"Aberdeen",2,1,1,1,"9","1","7",1,4,2,"3","7",22,"1","1",0.728937728937729,0.249084249084249,0,0,11.8422364063316,1,"21001","534 Park Street","""21001"""
1,"1","BT-SH-1304-1",1,11,"Baltimore",2,3,2,0,"8","5","7",2,3,5,"1","2",58,"2","1",0.0197152245345016,0.934282584884994,0,0.0460021905805038,11.9117082963145,1,"21215","4020 Grantley Road","""21215"""
1,"3","BT-SH-1706-1",1,12,"Hanover",2,1,2,0,"7","3","11",2,9,7,"1","4",62,"2","1",0.492738589211618,0.310165975103734,0.0643153526970954,0.107883817427386,12.425212191503,1,"21076","7719 Leaside Court","""21076"""
1,"3","BT-SH-2401-1",1,1,"Halethorpe",2,1,2,0,"10","6","7",2,3,5,"1","1",55,"1","1",0.909756097560976,0.0219512195121951,0,0,12.1001619785669,1,"21227","1247 Locust Ave",NA
7,"1","BT-SH-2401-1",2,1,"HALETHORPE",2,1,2,0,"3","2","9",2,4,4,"2","3",37,"1","1",0.909756097560976,0.0219512195121951,0,0,12.1001619785669,1,"21227","1247 Locust Ave.",NA
NA,"1","BT-SH-2401-1",1,1,"HALETHORPE",2,1,1,0,"3","2","9",2,4,4,"2","3",37,"1","1",0.909756097560976,0.0219512195121951,0,0,12.1001619785669,-1,"21227","1247 Locust Ave.",NA
